text,source,language,sentiment_label,sentiment_score
Also लुक मणिपुर and नॉर्थ east,youtube,en,POSITIVE,0.2580881714820862
"@जिम मी:ताजा खबर: पाकिस्तान द्वारा 5 लड़ाकू विमान, 15 चौकियां, 1 एयरबेस और 2 मुख्यालय नष्ट कर दिए गए।",youtube,hi,NEGATIVE,0.6772761344909668
Maa kasam jisne like subscribe nahi kiya wo pakka exam May fail hoga 😢😢,youtube,so,NEGATIVE,0.43933767080307007
"1 chutki sindhoor= 6 fighter jets
6 indian fighter jets shoot down by Pakistan Air force.
Indian army Check Post at loc 
put White Flag High 🤣🤣🤣",youtube,en,NEGATIVE,0.6770851016044617
Yes,youtube,tr,POSITIVE,0.37907874584198
❤❤ bharat mata ki jay❤❤🇮🇳🇮🇳,youtube,id,NEGATIVE,0.2305334359407425
❤❤,youtube,unknown,POSITIVE,0.3085777759552002
🙏🇮🇳🚩,youtube,unknown,POSITIVE,0.3085777759552002
​ @harhar.mahadev29 😂,youtube,so,POSITIVE,0.30499687790870667
❤❤❤❤ Modi Modi hai,youtube,cy,POSITIVE,0.32899248600006104
​​​ @mcjunaid galat femi me jele🤣🤣,youtube,id,POSITIVE,0.4708854556083679
​ @Monupehulwan 😂😂😂😂😂ghlt fehmi????? O Bhai tumhara media nhi bta RHa hmara Kia kasoor h,youtube,id,NEGATIVE,0.4962042570114136
​ @Mohakal128 Not mata only Desh,youtube,en,NEGATIVE,0.386936753988266
🇮🇳🇮🇳🇮🇳🇮🇳❤❤❤❤,youtube,unknown,POSITIVE,0.3085777759552002
Operation sindur successful✅,youtube,it,POSITIVE,0.2631090581417084
​ @DipuRoy-k3e modi Dala ha,youtube,id,NEGATIVE,0.2353116273880005
"@जिम मी:ताजा खबर: पाकिस्तान द्वारा 5 लड़ाकू विमान, 15 चौकियां, 1 एयरबेस और 2 मुख्यालय नष्ट कर दिए गए।",youtube,hi,NEGATIVE,0.6772761344909668
02:17,youtube,unknown,NEGATIVE,0.2710537016391754
Ye sahi tha bhai,youtube,so,POSITIVE,0.329369455575943
Wah,youtube,so,POSITIVE,0.36515307426452637
Wah 😂😂😂,youtube,so,POSITIVE,0.4301033616065979
Good,youtube,so,POSITIVE,0.49696317315101624
Nice bro 👍,youtube,pt,POSITIVE,0.45707371830940247
2 ghnta pahale video dalaya hai 😂,youtube,id,NEGATIVE,0.43533584475517273
👍👍😅,youtube,unknown,POSITIVE,0.3085777759552002
Toh bhai aap sone kb gyei 😂,youtube,hu,NEUTRAL,0.2508925795555115
Wah..,youtube,so,NEGATIVE,0.2785891592502594
W😂,youtube,sw,POSITIVE,0.3085777759552002
 @bisht9436  4 baje,youtube,sq,POSITIVE,0.3338678479194641
Bhai phone kyu use kar rahata 😂😂😂,youtube,id,NEGATIVE,0.26097315549850464
Good bro 👍😊,youtube,cy,POSITIVE,0.5015692114830017
" @acd-p7k he said he heard the news , not about this video",youtube,en,NEGATIVE,0.6746007800102234
 @acd-p7k  bhai other news channel ne 2 baje hi news recovery kar liya tha,youtube,en,NEGATIVE,0.3091352581977844
Bhai discipline ke sath padho na ki 1 ghanta kam ya jyada 😢,youtube,id,NEGATIVE,0.4848862588405609
Matlab yahi kahna cha rahe ho ab dely pakistan ko mare to 2ghante or padhoge 😂😂😂😂,youtube,id,NEGATIVE,0.5077037215232849
 @UBM_SARKAR  bhai sone ja raha tha tab phone check kiya phir news pata chali uske baad padha,youtube,id,NEGATIVE,0.35158294439315796
 @rajpootsaurabhsuryavanshi7497  bilkul bhai aur  jyada padh lunga bas daily aisi news aani chaiye,youtube,id,NEGATIVE,0.28255489468574524
Library m padte ho ya youtube dekhte ho,youtube,en,NEGATIVE,0.4578440189361572
Jai ho😂,youtube,sw,POSITIVE,0.28547024726867676
all the best 👍👍,youtube,en,POSITIVE,0.9283390641212463
@ Matlab pura Pakistan clear dekhna cha rahe ho tabhi padhoge 🤣🤣,youtube,id,NEGATIVE,0.2352684587240219
V...good ❤,youtube,so,POSITIVE,0.44537538290023804
"दिल को सुकून मिला,जय हिन्द 🇮🇳🇮🇳🇮🇳",youtube,hi,POSITIVE,0.48467716574668884
Gajab ❤,youtube,et,NEUTRAL,0.25943922996520996
Bht acha lga apki baton ko sunke ..aap ase hi 2ghnte aur pdhye ....aur ase hi atnkbadi khtm hote rhe,youtube,et,NEGATIVE,0.4514084458351135
❤ badhia bhaii,youtube,so,NEUTRAL,0.24037741124629974
Good 😊,youtube,so,POSITIVE,0.5060494542121887
😂😂,youtube,unknown,POSITIVE,0.3085777759552002
❤❤❤❤😂😂😂😂,youtube,unknown,POSITIVE,0.3085777759552002
Exam mein 100% paas 🙏,youtube,nl,POSITIVE,0.8537006974220276
https://youtu.be/H3UoyDWl2C0?si=YgHelL9KjkzvwveE,youtube,unknown,NEGATIVE,0.27949610352516174
Too good bro,youtube,so,NEGATIVE,0.4358023703098297
Wahh mere sher 🎉🎉🎉🎉,youtube,en,NEGATIVE,0.3207778036594391
Bhai motivate hogya😂😂😂,youtube,hu,POSITIVE,0.31905168294906616
Waah😂,youtube,so,POSITIVE,0.3085777759552002
😂,youtube,unknown,POSITIVE,0.3085777759552002
​ @UBM_SARKAR gud question 😂😂,youtube,fr,POSITIVE,0.2620082199573517
Too to modi se jayeda fake deya😂😂😂😂,youtube,so,NEGATIVE,0.6553755402565002
🤝🤝🤝🤝🤝🥂🥂,youtube,unknown,POSITIVE,0.3085777759552002
बाद में पढ़ लेना पहले देश के लिए खड़े हो हम सबको इस वक्तमिलकर रहना है और जरूरत पड़ने पर अपने जवानों का साथ देना है ❤,youtube,hi,POSITIVE,0.44768887758255005
Wahh bhai,youtube,so,NEGATIVE,0.40028244256973267
All the best for your future,youtube,en,POSITIVE,0.8736618757247925
"And NEET k kuch students jo thoda stress me the, ab kaafi khush hain 😬😊",youtube,et,NEGATIVE,0.31836241483688354
Maine 3 bje uth kr Tv dekha,youtube,no,NEGATIVE,0.2770821452140808
Mujhe lag hi rha tha k raat m kuch hone wala h,youtube,so,NEGATIVE,0.3488032817840576
Good 👍❤,youtube,so,POSITIVE,0.5060494542121887
Army's me jana hai😊😊😊😊,youtube,fi,POSITIVE,0.2949054539203644
Wah bhai tum hi desh ko aage badawoge 😮😂,youtube,so,NEGATIVE,0.27408358454704285
 Aasman14-y9k  🇮🇳❤️,youtube,so,POSITIVE,0.2692663073539734
 @FF_old_is_gold99  bhai youtube ke alawa aur bhi platform h,youtube,en,POSITIVE,0.2506667673587799
 @rainasingh-e4x  bilkul bhai ❤️🇮🇳,youtube,id,POSITIVE,0.292499840259552
 @Retired72  thanks,youtube,en,NEGATIVE,0.4323204755783081
 @Khushaalkhaan1195  a gya yha bhi विपक्ष ka मुद्दा लेकर 🇮🇳🚩,youtube,so,NEGATIVE,0.2534324526786804
 @Anuradha-f7t2b  thanks 👍🏻,youtube,sq,POSITIVE,0.5442079305648804
 @UBM_SARKAR  थोड़ा तो चलता है उस समय सोने जा रहा था तब पता चला,youtube,hi,NEGATIVE,0.3363848924636841
वाह भाई वाह बहुत बढियाँ 💥👏,youtube,hi,NEGATIVE,0.3869009017944336
@vivek_faujdar_04  kai nhai bhai ram ram,youtube,lv,NEGATIVE,0.2330072522163391
"झूठ बोल रहा ह 
मेरी बगल में बैठा था",youtube,hi,NEGATIVE,0.4154563248157501
रात में ज्यादा पड़ता है इसीलिए बार बार फेल हो जाता है😅,youtube,hi,NEGATIVE,0.38821643590927124
"चल झुटा, वीडियो देखने लग गया होगा क्योकि मजा आ रहा होगा, उसी को पढाई बोल रहा है😅😅",youtube,hi,NEGATIVE,0.36508509516716003
Tu fir pad pya hoga pta h sab bete,youtube,id,NEUTRAL,0.2998015880584717
Jai Shree Ram,youtube,en,NEUTRAL,0.23060476779937744
❤,youtube,unknown,POSITIVE,0.3085777759552002
​ @lanper5killmarunga  Jonny fans are everywhere 💛,youtube,sv,POSITIVE,0.5113900899887085
👍👍😂,youtube,unknown,POSITIVE,0.3085777759552002
❤❤,youtube,unknown,POSITIVE,0.3085777759552002
 @vivek_faujdar_04  pdne m dhyan lga 😂😂😂,youtube,sq,POSITIVE,0.2989000082015991
Padhega india to badhega india,youtube,sq,NEGATIVE,0.25238871574401855
Operation sindur successful✅,youtube,it,POSITIVE,0.2631090581417084
Bhai ap bihar se kya,youtube,id,NEUTRAL,0.27566224336624146
 @vivek_faujdar_04  यार ए तो अच्छी  बात है |,youtube,hi,POSITIVE,0.36581042408943176
बहुत खूब भाई ❤,youtube,hi,POSITIVE,0.25650060176849365
Wah kay josh jagane ka niday liya appne salutes😂😂😂😂😂😂😂😂,youtube,so,NEUTRAL,0.2450687140226364
Operation feku 😂😂😂🤣🤣🤣,youtube,id,POSITIVE,0.3405057489871979
😅😅😅​ @Freefirecrazy-n4n ,youtube,en,POSITIVE,0.3740895390510559
@Afsu_Alexa  just as a suggestion,youtube,et,POSITIVE,0.4114973545074463
Sarkaar se nivedan h ki  time time Or strike ki jae taki ye log kuchh jyada padhe,youtube,id,NEGATIVE,0.31399327516555786
हद है इसीलिए आप तरक्की पर नहीं पहुचे 😂😁,youtube,hi,NEGATIVE,0.4215603768825531
 @UBM_SARKAR  👏🏼,youtube,en,POSITIVE,0.3057921528816223
❤❤❤❤,youtube,unknown,POSITIVE,0.3085777759552002
Woww I'm saving this verse 🥹,youtube,en,POSITIVE,0.8005861639976501
❤❤❤❤❤❤,youtube,unknown,POSITIVE,0.3085777759552002
"Pls say Indian Military, not only army. Be informed about military",youtube,en,POSITIVE,0.2501703202724457
Wow bhartiya khoon daud rha h ab❤❤❤,youtube,so,POSITIVE,0.4203442335128784
जिसके दोनों तरफ लिखा हो भारत सिक्का वही ऊछाला जाऐ❤❤❤❤,youtube,hi,NEGATIVE,0.39579400420188904
भाला का जमाना गया प्यारे,youtube,hi,POSITIVE,0.2795768082141876
पराक्रम का दूसरा नाम राणा सांगा ❤,youtube,hi,POSITIVE,0.27149105072021484
2014 se aaya hai bro,youtube,so,NEGATIVE,0.33686530590057373
Operation sindur successful✅😊,youtube,it,POSITIVE,0.2631090581417084
हर हर महादेव ❤❤,youtube,mr,POSITIVE,0.5149704217910767
"ये द्वंद कहा तक पाला जाए, ये युद्ध कहा तक टाला जाए। तू राणा का वंशज हैं 🚀🔥 फेक जहा तक भाला जाए ❤",youtube,hi,NEGATIVE,0.2931371033191681
👏🏻❤,youtube,unknown,POSITIVE,0.3085777759552002
👏👏🔥❤❤,youtube,unknown,POSITIVE,0.3085777759552002
Pakistan ka operation suhag raat 😂😂😂,youtube,tl,NEGATIVE,0.355607807636261
Radhey - Radhey,youtube,so,NEUTRAL,0.2685740888118744
🙏🏻❤️‍🔥🥺,youtube,unknown,POSITIVE,0.3085777759552002
Jai radhe krishna 🤗🥰 jai hind 🇮🇳☺,youtube,sq,POSITIVE,0.30107733607292175
Jai Shree Radha Rani ki Jai ho 🙏🏻🙏🏻,youtube,sw,POSITIVE,0.3143363296985626
Hare Krishna,youtube,sq,POSITIVE,0.27520138025283813
Radhey radhey ❤️,youtube,so,POSITIVE,0.2768489420413971
Radhe radhe,youtube,sq,NEGATIVE,0.3308398425579071
राधे राधे 🙏,youtube,mr,NEGATIVE,0.2322501540184021
Jai shri krishna....🙏,youtube,sq,POSITIVE,0.5026730298995972
"Hare Krishna 🕉️🙏❤️ 
Radhe Radhe 🌸💗",youtube,sq,POSITIVE,0.40548738837242126
Radhey Radhey ❤❤,youtube,so,POSITIVE,0.2768489420413971
राधे राधे जय श्री कृष्ण,youtube,mr,POSITIVE,0.3197842538356781
Radhe Radhe....,youtube,sq,NEGATIVE,0.3647647500038147
Operation sindur successful✅,youtube,it,POSITIVE,0.2631090581417084
Jai shree Radha Krishna ji ❤❤❤❤❤,youtube,sw,POSITIVE,0.3769075274467468
🙏🙏🙏,youtube,unknown,POSITIVE,0.3085777759552002
Radhe radhe 🌺🙏❤️,youtube,sq,NEUTRAL,0.3274368345737457
Radhe radhe,youtube,sq,NEGATIVE,0.3308398425579071
Radhe Radhe 😢😢😢😢,youtube,sq,NEUTRAL,0.3274368345737457
Jai shree krishna ❤❤🙏🏻🙏🏻,youtube,sq,POSITIVE,0.3778744041919708
I just woke up n saw this thanxx brother gud morning,youtube,en,NEGATIVE,0.48191341757774353
Jai shri ram❤,youtube,sq,POSITIVE,0.48517081141471863
Jai shree Ram ❤❤,youtube,en,POSITIVE,0.279506117105484
Radhe Krishna,youtube,sq,POSITIVE,0.2561611235141754
🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,unknown,POSITIVE,0.3085777759552002
Radhe Radhe Krishna ji,youtube,sq,POSITIVE,0.2853156328201294
Yeh Naya Bharat hai.... Pakistan mai Sindoor ke naam se Suhagraat hue hai.!kaha Yongesthan..Kaha Atankisthan.. ! Jai Hind,youtube,id,NEGATIVE,0.6015022993087769
Good morning brother bhai ❤🎉,youtube,en,POSITIVE,0.4783623516559601
bhai m christian hu,youtube,cy,NEUTRAL,0.2731226086616516
"😂😂😂😂😂😂,i am indian and love my country but your type of people ooohhh🤣🤣🤣",youtube,en,NEUTRAL,0.25953659415245056
" @Ziy00-0  not only hindus brother, all Indian brother. 
Jai hind ❣️❣️❣️",youtube,en,NEGATIVE,0.3405490517616272
Morning bro ❤🇳🇵love from India 🇮🇳,youtube,en,POSITIVE,0.3220271170139313
Good morning Bhai ❤- 28bhaiyo me 1 hamara nepali bhai bhi tha - shradhhanjali😢,youtube,sw,NEGATIVE,0.2840418219566345
❤😊,youtube,unknown,POSITIVE,0.3085777759552002
 @e-learningwithankit9732  hindu bhai the bhai hmare fir wo nepal se ho ya india se,youtube,en,NEGATIVE,0.2645755708217621
 @e-learningwithankit9732  nepali hindu bhai bhi hmari jaan hai brother ❤️,youtube,id,NEGATIVE,0.27043232321739197
"​ @vickyrawat8187  ye indian muslim hai bhartiya hai bharat bhumi me viswas rkne wala hai 
So respect him also
You can disrespect who is not with india",youtube,en,POSITIVE,0.3098791837692261
 @Sky_Life_vlog_77  u r right brother ❤️ israel ke jese Krna chahiye,youtube,af,NEGATIVE,0.3514126241207123
Jai Hind 🇮🇳🙏,youtube,de,NEUTRAL,0.24159999191761017
Tumhara alibaba wala rafale jet shuru hotay he khatam ho gya bhi 😂😂🇵🇰🇵🇰🇵🇰,youtube,so,NEGATIVE,0.30877745151519775
जय श्री राम 🇮🇳🙏🏻,youtube,mr,POSITIVE,0.5330703258514404
" @Aiplain  mera ghanta bhart muslmano ka nhi hai muslmano ne apna alg desh pahle hi maag chuke hai agr pta nhi hai to histry utha ke dekh lo brother agr alag mulk nhi manga hota to tb hk bnta tha inka muslmano ne dhrm ke name pr alg desh le liya hai pahle hi agr aisa nhi hai to tum hi btao desh ke tukde krke pakistan kyu bnaya ,muslmano ke liye kyuki inko hindustan me nhi rhna",youtube,id,NEGATIVE,0.5589604377746582
We are indians bro..,youtube,en,NEGATIVE,0.28504955768585205
Love from india 🇮🇳,youtube,en,POSITIVE,0.6086652278900146
❤,youtube,unknown,POSITIVE,0.3085777759552002
Jai shree ram,youtube,en,NEUTRAL,0.23060476779937744
Nepal 🇳🇵 india 🇮🇳  ❤,youtube,id,NEUTRAL,0.2276630699634552
Pakistan zindabad,youtube,id,NEGATIVE,0.3425213098526001
We are muslims,youtube,et,NEGATIVE,0.36112338304519653
Nepal काे सिमाना मिचेकाे थाहा छैन Jay Hind भन्दै बस☠️,youtube,ne,NEUTRAL,0.2507135272026062
Love you my nepali bhai ❤,youtube,sk,POSITIVE,0.8541335463523865
"जय श्रीराधाकृष्ण 
जय श्री पशुपतिनाथ ❤",youtube,ne,POSITIVE,0.3516061305999756
Kon si lashon k dair laga diya india ny...???? hahahahaha...India's dream that will never come true,youtube,id,NEGATIVE,0.4399875998497009
Nepal se inarwa jaynagar kitna door h,youtube,tl,POSITIVE,0.22883225977420807
Jay shree ram ❤ radhe radhe❤,youtube,sq,NEUTRAL,0.2241969108581543
Thank you brother Jai shree Ram,youtube,en,POSITIVE,0.5170848369598389
Thanks bro,youtube,en,POSITIVE,0.36340153217315674
Muslim Christian Sikh parsi loog bhi rahete india ma,youtube,id,NEGATIVE,0.4577364921569824
Jay shree ram bhai 😊❤,youtube,so,POSITIVE,0.24740438163280487
Jay Shree Ram ❤❤❤❤,youtube,en,POSITIVE,0.27081552147865295
Love from U.P❤❤❤❤🇳🇵🇳🇵🇳🇵,youtube,en,POSITIVE,0.5798536539077759
Hum to aram sy mazy sy soy... hamein pata hai hamari army sambhal ly gi sub dramy bazo ko,youtube,tl,NEGATIVE,0.3126477599143982
Ram ram ji bhai😊😊,youtube,hr,POSITIVE,0.2580338418483734
​ @kulsoomsaleh  Hindustan Zindabad 🔥🔥🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,et,NEGATIVE,0.32649773359298706
Jay Shree Ram 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,youtube,unknown,POSITIVE,0.27081552147865295
Jai shree Ram,youtube,en,NEUTRAL,0.23060476779937744
ভারত মাতার জয়।  জয় হিন্দ।,youtube,bn,NEGATIVE,0.40339553356170654
जय श्री राम 🙏🏻,youtube,hi,POSITIVE,0.5330703258514404
"​ @mafiaworldgamer1235  tera veja urega samval le, jay hind🇮🇳🚩",youtube,et,NEGATIVE,0.2294543832540512
 @mafiaworldgamer1235  research kr le bro pehle missile shooted from indian land jet hadn’t fly nor use,youtube,en,NEGATIVE,0.8033797144889832
Shree Ram Jai Shree Ram,youtube,en,NEUTRAL,0.2274511158466339
"​ @riyazahmed6352 hamare purvaj yaha 5000 saal se reh rahe hai,jab tumhara naam bhi nahi tha",youtube,so,NEGATIVE,0.5329450368881226
Hii bro ❤,youtube,so,POSITIVE,0.35829100012779236
Jai Shree Ram ♥️🚩🚩,youtube,en,POSITIVE,0.279506117105484
Jai Hindi Jai Shree Ram 🙏,youtube,id,NEUTRAL,0.24558968842029572
"Jai Janak Nandini.... jai Indian Army... 🇳🇵 🇮🇳
Hame Garv hai k .... ramji ki sasural ko JUSTICE mili....",youtube,id,NEGATIVE,0.3850855231285095
Only hindu hi kyu sab Indian khush bhai pagal mat bano,youtube,id,NEGATIVE,0.423543781042099
Jai Sri Ram,youtube,id,POSITIVE,0.26032763719558716
MAA SALAH ALL HINDU BROTHERS,youtube,de,NEGATIVE,0.51783686876297
"You surrender in just 3 hours with white flag ,this is your military capacity 😂😂😂
You lost 5 aircraft in just 8 minutes 
Power of Pakistan🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰",youtube,en,POSITIVE,0.38220468163490295
Good morning brother,youtube,en,POSITIVE,0.510003387928009
​​​ @shazanjum4071  aut thoda so jao sapna tut jayega nhi to😅,youtube,hr,NEGATIVE,0.3886558413505554
🇮🇱🇮🇳🇳🇵,youtube,unknown,POSITIVE,0.3085777759552002
Good morning brother❤Jai Hind 🇮🇳🙏,youtube,en,POSITIVE,0.3355129659175873
Jai shree Ram 😊,youtube,en,POSITIVE,0.279506117105484
"اللہ اکبر 
Pakistani has damaged 6 rafael fighting jets from which India accepted that 2 jets are destroyed by Pakistan air force.. alhamdulillah.... Pakistani zinda bad ..",youtube,en,NEGATIVE,0.6947740912437439
Jay shree ram ❤,youtube,so,POSITIVE,0.27081552147865295
Radhe radhe ❤,youtube,sq,NEUTRAL,0.3274368345737457
"Pakistan has gun down 5 Indian Jets.

Confirmed news",youtube,en,NEGATIVE,0.5877334475517273
Jai Hind 🙏🏻🇮🇳,youtube,de,NEUTRAL,0.24159999191761017
Jay shree Krishna ❤,youtube,so,POSITIVE,0.3455238938331604
​ @bytforlife ho ni india lai biswas chahi garna hunnna,youtube,cy,NEGATIVE,0.438610702753067
Jay shree ram❤🤝,youtube,so,POSITIVE,0.2371644675731659
❤,youtube,unknown,POSITIVE,0.3085777759552002
Love u brother ❤❤,youtube,en,POSITIVE,0.7288656234741211
Why bro why ham bhi toh hai 😊,youtube,cy,NEGATIVE,0.4060690999031067
Jai shree ram hindu bhai,youtube,en,POSITIVE,0.25158485770225525
Good morning ❤ jai hind,youtube,et,POSITIVE,0.38278767466545105
​ @mafiaworldgamer1235 haaan tabhi tere news mein khoon se lathpat civilians dikh rhe abhi dekh ke aarha😅😅😅😅,youtube,nl,NEGATIVE,0.5421470999717712
​ @kulsoomsaleh chuslims ya gusli aam ki😅,youtube,so,NEGATIVE,0.23837099969387054
❤❤,youtube,unknown,POSITIVE,0.3085777759552002
जय श्री राम🙏  good morning bro..... From India🇮🇳,youtube,en,POSITIVE,0.538036048412323
Jai shree ram bhai we also love hindu of every corner of the world,youtube,en,POSITIVE,0.7977839708328247
Jai shree ram🙏🙏🙏🙏🙏❤,youtube,en,NEUTRAL,0.22117316722869873
Indian*,youtube,id,NEUTRAL,0.265121191740036
Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.49975061416625977
 @BittuBareth-l3b  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.37092459201812744
 @PratimaTiwari-cv8nq  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.3275626301765442
 @ayushyaduvanshi3449  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.3980633020401001
 @BRAJESHYadav-fi3sj  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.2641104459762573
 @Simple_Sudesh  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.2789173722267151
 @SudhirMishra-w8w  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.32058224081993103
 @chanchaley24  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.4470912516117096
 @Dheerajsahuyt  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.466805100440979
 @nitinnnnnnnnnnn143  Pakistan shotdown 6 Indian jets 😮,youtube,fi,NEGATIVE,0.47102877497673035
​​ @SSS-CX-Max galat femi  me jee tu 😂😂,youtube,so,POSITIVE,0.3939979374408722
 @MohammadAshiq-cd9kc  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.3624417185783386
 @Shubh7602  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.4451069235801697
 @vickyrawat8187  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.39943382143974304
 @e-learningwithankit9732  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.2748963236808777
 @ShivamKumar-89SK  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.45079582929611206
 @vickyrawat8187  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.39943382143974304
 @Aiplain  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.4393899440765381
 @Monupehulwan  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.4065532386302948
 @Aiplain  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.4393899440765381
Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.49975061416625977
 @BittuBareth-l3b  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.37092459201812744
 @PratimaTiwari-cv8nq  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.3275626301765442
 @ayushyaduvanshi3449  Pakistan shotdown 6 Indian jets 😮,youtube,id,NEGATIVE,0.3980633020401001
 @BRAJESHYadav-fi3sj  Pakistan shotdown 6 Indian jets 😮,youtube,hr,NEGATIVE,0.2641104459762573
 @Simple_Sudesh  Pakistan shotdown 6 Indian jets 😮,youtube,en,NEGATIVE,0.2789173722267151
@ 1 headquarters and 6 jets beta research kerle 👍😅,youtube,en,POSITIVE,0.5108537077903748
@ sorry bro 5jets 6 nai,youtube,cs,NEGATIVE,0.6446731090545654
😅😢​ @bytforlife ,youtube,en,POSITIVE,0.39923715591430664
​ @mafiaworldgamer1235  Bhai Zinda hai tu khushi mana .. warna woh rafel kahin v ghus jata hai 😂,youtube,sw,NEGATIVE,0.4188409745693207
Support from Nepal.jay hindu,youtube,en,POSITIVE,0.26542341709136963
Han,youtube,sv,POSITIVE,0.24856893718242645
@TheCombo416Gaming  Haaaa Haaa,youtube,so,NEGATIVE,0.5172277092933655
Operation feku 🤣😂🤣😂🤣😂,youtube,sq,POSITIVE,0.3405057489871979
Aage dekho kya hota hai jai hind ​ @kulsoomsaleh ,youtube,so,NEUTRAL,0.23025387525558472
@TheCombo416Gaming  nice ok jay Shree ram,youtube,en,POSITIVE,0.44450458884239197
radhe radhe ❤❤❤❤❤❤,youtube,sq,NEUTRAL,0.3274368345737457
Aapki baten sunkar rongte khade ho gaya aaj ka news subah ke mein bahut bahut Khushi de raha hai sukun de raha hai,youtube,id,NEGATIVE,0.643234372138977
Follow the Shubhankar Mishra  channel on WhatsApp: https://whatsapp.com/channel/0029VaRVu9ICxoB1dyrmQB41,youtube,en,POSITIVE,0.30222904682159424
"हम भारतीय ,जय हिंद की क्षत्राणियां हैं, ये हमे नहीं तोड़ सकते, हम आहुति देने में 
तनिक भी नहीं डरते।
जय मां भारती, हम सब साथ हैं।",youtube,hi,NEGATIVE,0.6741877794265747
ये न्यूज सुनकर बहुत सुकुन मीला जय हिन्द🫡🫡राधा रानी हमारी जवानों को हौसला बढाना राधे राधे🙏🏻🙏🏻,youtube,hi,POSITIVE,0.6067798137664795
Good information sir ❤❤,youtube,en,POSITIVE,0.4952333867549896
Mujhe to sindoor sunker hi goosebumps aa gye.....it can't be explained...how we felt...,youtube,en,NEGATIVE,0.34766751527786255
आज की ताजा खबर सुनकर मन बहुत शांत हो गया . हमारे काश्मिर के देहांतरीत भाईयोंके लिये यह आदरांजली अर्पण हैं,youtube,hi,POSITIVE,0.5938799977302551
"आज रात  3 बजे जब ये खबर सुनी तो दिल को सुकून मिला 
जय हिंद 🇮🇳",youtube,hi,NEGATIVE,0.45414358377456665
"उगते सूरज से डूबता आतंकवाद देखा 
ऑपरेशन सिंदूर से डरता पाकिस्तान देखा ❤️❤️
Salute indian soldiers 🇮🇳🇮🇳🇮🇳 वंदे मातरम जय हिंद 🇮🇳🇮🇳🇮🇳❤️🙏",youtube,hi,NEGATIVE,0.6877657175064087
"युद्ध ही तो वीर का प्रमाण है,
जो लड़ सका है, वो ही तो महान है,
जय हिन्द 🫡🫡 भारतीय सेना फ्रॉम नेपाल 🇳🇵🇳🇵 मिथिला",youtube,hi,POSITIVE,0.45065435767173767
"युद्ध ही तो वीर का प्रमाण है ! 
भारत माता की जय! 🇮🇳",youtube,hi,POSITIVE,0.65168297290802
सुबह जैसे ही सो कर उठने के बाद मोबाइल चालू किया कि ये सुखद ख़बर सुनने को मिला ।,youtube,hi,NEGATIVE,0.31329795718193054
Operation Sindoor 💥 Goosebumps ⚡⚡,youtube,nl,POSITIVE,0.3007226586341858
"आप जो बार बार “विधवा विधवा “ बोल रहे हैं, आगे से इन के लिए वीरांगना/वीरवधू शब्द… 🇮🇳 जय हिन्द 🇮🇳",youtube,hi,POSITIVE,0.353511780500412
Full support from Nepal. Thank you ❤️,youtube,en,POSITIVE,0.6452326774597168
14 दिन से इस पल का इंतजार था बस इसी सुकून के लिए हर पल का न्युज सुनता था आज सुकून मिला जय हिन्द जय भारत जय हो हमारी सेना की सब को शुक्रिया 🙏,youtube,hi,NEGATIVE,0.36135461926460266
I am proud to be an Indian.........❤❤,youtube,en,POSITIVE,0.7077318429946899
